# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  7 17:00:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass]
# COLUMN pl_msinijerr1:  Planet Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_msinijerr2:  Planet Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_msinijlim:   Planet Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass]
# COLUMN pl_cmassjerr1:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_cmassjerr2:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_cmassjlim:   Planet Mass*sin(i)/sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr1:     Parallax [mas] Upper Unc
# COLUMN sy_plxerr2:     Parallax [mas] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
BD+03 2562 b,BD+03 2562,1,Radial Velocity,1.300000,0.100000,-0.100000,0,,,,,,,,,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,,,,,,,,,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,Msini,1.14,0.25,-0.25,0,17.9285781,0.0895909,-0.0895909,1070.6300000,63.8750000,-63.8750000,0.9034030,0.0545201,-0.0545201
BD+14 4559 b,BD+14 4559,1,Radial Velocity,0.780000,0.050000,-0.050000,0,,,,,,,,,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,,,,,,,,,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,Msini,0.49,0.33,-0.33,0,233.9931620,0.0573166,-0.0573166,49.3520000,0.0845000,-0.0845000,20.2337000,0.0344514,-0.0344514
BD+15 2375 b,BD+15 2375,1,Radial Velocity,0.576000,0.027000,-0.027000,0,,,,,,,,,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,,,,,,,,,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,Msini,1.08,0.14,-0.14,0,30.7736087,0.0891412,-0.0891412,768.0450000,45.0380000,-45.0380000,1.2732700,0.0745481,-0.0745481
BD+15 2940 b,BD+15 2940,1,Radial Velocity,0.539000,,,0,,,,,,,,,352.78000,,,0,1.11000,,,0,,,,,,,,,352.78000,,,0,1.11000,,,0,Msini,1.10,0.20,-0.20,0,44.5517499,0.0369642,-0.0369642,426.4200000,6.4400000,-6.4400000,2.3168900,0.0351442,-0.0351442
BD+20 2457 b,BD+20 2457,1,Radial Velocity,1.050000,0.070000,-0.070000,0,,,,,,,,,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,,,,,,,,,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,Msini,10.83,22.96,-22.96,0,46.8841645,0.0938947,-0.0938947,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457
BD+20 2457 c,BD+20 2457,1,Radial Velocity,2.010000,,,0,,,,,,,,,3963.17000,,,0,12.47000,,,0,,,,,,,,,3963.17000,,,0,12.47000,,,0,Msini,2.80,1.50,-1.50,0,46.8841645,0.0938947,-0.0938947,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457
BD+20 274 b,BD+20 274,1,Radial Velocity,1.300000,,,0,,,,,,,,,1334.88600,,,0,4.20000,,,0,,,,,,,,,1334.88600,,,0,4.20000,,,0,Msini,0.80,0.20,-0.20,0,3.7882796,0.0863013,-0.0863013,1322.5100000,80.5350000,-80.5350000,0.7226190,0.0452429,-0.0452429
BD+20 594 b,BD+20 594,1,Transit,,,,,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,,,,,,,,,,,,,,,,,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,1.67,0.40,-0.40,0,63.0539428,0.0602311,-0.0602311,179.4610000,1.2485000,-1.2485000,5.5436600,0.0384779,-0.0384779
BD+48 738 b,BD+48 738,1,Radial Velocity,1.000000,,,0,,,,,,,,,289.22530,,,0,0.91000,,,0,,,,,,,,,289.22530,,,0,0.91000,,,0,Msini,0.74,0.39,-0.39,0,6.8809607,0.1140557,-0.1140557,871.4930000,43.8490000,-43.8490000,1.1208600,0.0562642,-0.0562642
BD+48 740 b,BD+48 740,1,Radial Velocity,1.700000,0.100000,-0.100000,0,,,,,,,,,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,,,,,,,,,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,Msini,1.09,0.16,-0.16,0,5.2489645,0.0942675,-0.0942675,666.5890000,21.5335000,-21.5335000,1.4728900,0.0480477,-0.0480477
BD+49 828 b,BD+49 828,1,Radial Velocity,4.200000,0.320000,-0.200000,0,,,,,,,,,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,,,,,,,,,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,Msini,1.52,0.22,-0.22,0,12.3367029,0.0747843,-0.0747843,442.0420000,7.6540000,-7.6540000,2.2342000,0.0388609,-0.0388609
BD-06 1339 b,BD-06 1339,1,Radial Velocity,0.042800,0.000700,-0.000700,0,,,,,,,,,8.50000,1.30000,-1.30000,0,0.02700,0.00400,-0.00400,0,,,,,,,,,8.50000,1.30000,-1.30000,0,0.02700,0.00400,-0.00400,0,Msini,0.70,,,0,346.7225761,0.0703183,-0.0703183,20.2695000,0.0219000,-0.0219000,49.3062000,0.0529212,-0.0529212
BD-06 1339 c,BD-06 1339,1,Radial Velocity,0.435000,0.007000,-0.007000,0,,,,,,,,,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0,,,,,,,,,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0,Msini,0.70,,,0,346.7225761,0.0703183,-0.0703183,20.2695000,0.0219000,-0.0219000,49.3062000,0.0529212,-0.0529212
BD-08 2823 b,BD-08 2823,1,Radial Velocity,0.060000,0.000000,0.000000,0,,,,,,,,,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,,,,,,,,,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,Msini,0.50,0.26,-0.26,0,376.3791094,0.0660798,-0.0660798,41.3342000,0.0683500,-0.0683500,24.1641000,0.0397137,-0.0397137
BD-08 2823 c,BD-08 2823,1,Radial Velocity,0.680000,0.020000,-0.020000,0,,,,,,,,,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,,,,,,,,,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,Msini,0.74,0.07,-0.07,0,376.3791094,0.0660798,-0.0660798,41.3342000,0.0683500,-0.0683500,24.1641000,0.0397137,-0.0397137
BD-10 3166 b,BD-10 3166,1,Radial Velocity,0.040000,0.000000,0.000000,0,,,,,,,,,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,,,,,,,,,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,Msini,1.47,0.24,-0.24,0,185.0255981,0.0844831,-0.0844831,84.4069000,0.3522500,-0.3522500,11.8187000,0.0490732,-0.0490732
BD-11 4672 b,BD-11 4672,1,Radial Velocity,2.360000,0.040000,-0.040000,0,,,,,,,,,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,,,,,,,,,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,Msini,0.65,0.03,-0.03,0,372.5220822,0.0938346,-0.0938346,27.1665000,0.0346000,-0.0346000,36.7812000,0.0465525,-0.0465525
BD-11 4672 c,BD-11 4672,1,Radial Velocity,0.300000,0.010000,-0.010000,0,,,,,,,,,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,,,,,,,,,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,Msini,0.65,0.03,-0.03,0,372.5220822,0.0938346,-0.0938346,27.1665000,0.0346000,-0.0346000,36.7812000,0.0465525,-0.0465525
BD-13 2130 b,BD-13 2130,1,Radial Velocity,1.660000,0.120000,-0.120000,0,,,,,,,,,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,,,,,,,,,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,Msini,2.12,1.47,-1.47,0,3.8647189,0.0590757,-0.0590757,925.2140000,41.2110000,-41.2110000,1.0540200,0.0476910,-0.0476910
BD-17 63 b,BD-17 63,1,Radial Velocity,1.340000,0.020000,-0.020000,0,,,,,,,,,1620.90000,38.14000,-38.14000,0,5.10000,0.12000,-0.12000,0,,,,,,,,,1620.90000,38.14000,-38.14000,0,5.10000,0.12000,-0.12000,0,Msini,0.74,0.03,-0.03,0,421.9214191,0.1409981,-0.1409981,34.4603000,0.0926500,-0.0926500,28.9903000,0.0774200,-0.0774200
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,Imaging,2.600000,0.300000,-0.300000,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,,,,,,,,,,,,,,,,,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,Mass,0.02,0.01,-0.01,0,,,,,,,,,
CHXR 73 b,CHXR 73,1,Imaging,210.000000,,,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,,,,,,,,,,,,,,,,,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,Mass,0.35,,,0,22.1935378,0.2332886,-0.2332886,190.3740000,6.4335000,-6.4335000,5.2343500,0.1758560,-0.1758560
CI Tau b,CI Tau,1,Radial Velocity,,,,,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,,,,,,,,,,,,,,,,,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,Mass,0.90,0.02,-0.02,0,19.2503713,0.0811384,-0.0811384,157.9980000,1.1890000,-1.1890000,6.3007900,0.0472683,-0.0472683
CT Cha b,CT Cha,1,Imaging,440.000000,,,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,,,,,,,,,,,,,,,,,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,Mass,,,,,22.2095894,0.0388200,-0.0388200,190.7200000,0.7745000,-0.7745000,5.2144400,0.0211342,-0.0211342
CoRoT-1 b,CoRoT-1,1,Transit,,,,,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,,,,,,,,,,,,,,,,,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,Mass,0.95,0.15,-0.15,0,6.0394540,0.0471126,-0.0471126,787.9090000,23.4910000,-23.4910000,1.2417600,0.0375126,-0.0375126
CoRoT-10 b,CoRoT-10,1,Transit,0.105500,0.002100,-0.002100,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,,,,,,,,,,,,,,,,,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,Mass,0.89,0.05,-0.05,0,22.9585905,0.0544698,-0.0544698,338.3860000,3.9865000,-3.9865000,2.9269400,0.0345474,-0.0345474
CoRoT-11 b,CoRoT-11,1,Transit,0.043600,0.005000,-0.005000,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,,,,,,,,,,,,,,,,,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,Mass,1.27,0.05,-0.05,0,5.5818875,0.0764887,-0.0764887,655.0370000,24.0780000,-24.0780000,1.5007100,0.0555897,-0.0555897
CoRoT-12 b,CoRoT-12,1,Transit,0.040160,0.000930,-0.000920,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,,,,,,,,,,,,,,,,,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,Mass,1.08,0.08,-0.07,0,3.8659215,0.0675183,-0.0675183,1126.3700000,55.7450000,-55.7450000,0.8612340,0.0427923,-0.0427923
CoRoT-13 b,CoRoT-13,1,Transit,0.051000,0.003100,-0.003100,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,,,,,,,,,,,,,,,,,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,Mass,1.09,0.02,-0.02,0,3.6450532,0.0685347,-0.0685347,1148.9300000,59.1350000,-59.1350000,0.8439470,0.0436229,-0.0436229
CoRoT-14 b,CoRoT-14,1,Transit,0.027000,0.002000,-0.002000,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,,,,,,,,,,,,,,,,,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,Mass,1.13,0.09,-0.09,0,3.6035031,0.0745731,-0.0745731,1744.6000000,158.9650000,-158.9650000,0.5473580,0.0499149,-0.0499149
CoRoT-16 b,CoRoT-16,1,Transit,0.061800,0.001500,-0.001500,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,,,,,,,,,,,,,,,,,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,Mass,1.10,0.08,-0.08,0,8.0976105,0.1035950,-0.1035950,732.4090000,33.8130000,-33.8130000,1.3405600,0.0623793,-0.0623793
CoRoT-17 b,CoRoT-17,1,Transit,0.046100,0.000800,-0.000800,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,,,,,,,,,,,,,,,,,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,Mass,1.04,0.10,-0.10,0,9.2427444,0.0688540,-0.0688540,1176.1200000,54.6800000,-54.6800000,0.8233800,0.0391423,-0.0391423
CoRoT-18 b,CoRoT-18,1,Transit,0.029500,0.001600,-0.001600,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,,,,,,,,,,,,,,,,,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,Mass,0.95,0.15,-0.15,0,4.0100233,0.0664699,-0.0664699,764.8890000,26.6990000,-26.6990000,1.2806300,0.0452200,-0.0452200
CoRoT-19 b,CoRoT-19,1,Transit,0.051800,0.000800,-0.000800,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,Mass,1.21,0.05,-0.05,0,7.6938008,0.0503231,-0.0503231,790.6630000,25.9040000,-25.9040000,1.2376400,0.0410691,-0.0410691
CoRoT-2 b,CoRoT-2,1,Transit,0.027980,0.000760,-0.000800,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,,,,,,,,,,,,,,,,,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,Mass,0.96,0.08,-0.08,0,11.4550454,0.0745396,-0.0745396,213.2830000,2.4575000,-2.4575000,4.6607600,0.0536076,-0.0536076
CoRoT-20 b,CoRoT-20,1,Transit,0.090000,0.002000,-0.002000,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,Mass,1.14,0.08,-0.08,0,2.8157236,0.0504826,-0.0504826,844.0610000,23.5270000,-23.5270000,1.1569900,0.0327436,-0.0327436
CoRoT-20 c,CoRoT-20,1,Radial Velocity,2.900000,0.070000,-0.070000,0,,,,,,,,,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,,,,,,,,,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,Msini,1.14,0.08,-0.08,0,2.8157236,0.0504826,-0.0504826,844.0610000,23.5270000,-23.5270000,1.1569900,0.0327436,-0.0327436
CoRoT-21 b,CoRoT-21,1,Transit,0.041700,0.001100,-0.001100,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,,,,,,,,,,,,,,,,,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,Mass,1.29,0.09,-0.09,0,11.7168394,2.1695402,-2.1695402,,,,,,
CoRoT-22 b,CoRoT-22,1,Transit,0.092000,0.001400,-0.001400,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,,,,,,,,,,,,,,,,,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,Mass,1.10,0.05,-0.05,0,2.3150628,0.0458632,-0.0458632,627.1580000,10.9975000,-10.9975000,1.5662400,0.0277397,-0.0277397
CoRoT-23 b,CoRoT-23,1,Transit,0.048000,0.004000,-0.004000,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,,,,,,,,,,,,,,,,,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,1.14,0.08,-0.08,0,8.6628393,0.0609002,-0.0609002,1060.9700000,43.7050000,-43.7050000,0.9154200,0.0384639,-0.0384639
CoRoT-24 b,CoRoT-24,1,Transit,0.056000,0.002000,-0.002000,0,5.70000,,,1,0.01800,,,1,,,,,,,,,,,,,,,,,5.70000,,,1,0.01800,,,1,Mass,0.91,0.09,-0.09,0,3.0425443,0.0787060,-0.0787060,591.5550000,15.6375000,-15.6375000,1.6632900,0.0443082,-0.0443082
CoRoT-24 c,CoRoT-24,1,Transit,0.098000,0.003000,-0.003000,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,,,,,,,,,,,,,,,,,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,Mass,0.91,0.09,-0.09,0,3.0425443,0.0787060,-0.0787060,591.5550000,15.6375000,-15.6375000,1.6632900,0.0443082,-0.0443082
CoRoT-25 b,CoRoT-25,1,Transit,0.057800,0.002000,-0.000900,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,,,,,,,,,,,,,,,,,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,Mass,1.09,0.11,-0.05,0,2.6431764,0.0615375,-0.0615375,1103.4800000,42.6650000,-42.6650000,0.8788530,0.0347172,-0.0347172
CoRoT-26 b,CoRoT-26,1,Transit,0.052600,0.001000,-0.001000,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,,,,,,,,,,,,,,,,,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,Mass,1.09,0.06,-0.06,0,10.1140368,2.1028963,-2.1028963,1045.1800000,,,,,
CoRoT-27 b,CoRoT-27,1,Transit,0.047600,0.006600,-0.006600,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,,,,,,,,,,,,,,,,,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,Mass,1.05,0.11,-0.11,0,9.7710073,0.0880301,-0.0880301,1010.2800000,65.1480000,-65.1480000,0.9660400,0.0620076,-0.0620076
CoRoT-28 b,CoRoT-28,1,Transit,0.060300,0.005000,-0.005000,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,,,,,,,,,,,,,,,,,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,Mass,1.01,0.14,-0.14,0,8.9097951,0.0446035,-0.0446035,766.1830000,14.4185000,-14.4185000,1.2768500,0.0243663,-0.0243663
CoRoT-29 b,CoRoT-29,1,Transit,0.038600,0.005900,-0.005900,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,Mass,0.97,0.14,-0.14,0,14.8548187,0.1020208,-0.1020208,806.5070000,41.8935000,-41.8935000,1.2156200,0.0626610,-0.0626610
CoRoT-3 b,CoRoT-3,1,Transit,,,,,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,,,,,,,,,,,,,,,,,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,Mass,1.37,0.09,-0.09,0,3.5086162,0.0837712,-0.0837712,768.7710000,29.6680000,-29.6680000,1.2747200,0.0497165,-0.0497165
CoRoT-30 b,CoRoT-30,1,Transit,0.084400,0.001200,-0.001200,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,,,,,,,,,,,,,,,,,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,Mass,0.98,0.03,-0.05,0,1.2852610,0.0655461,-0.0655461,1032.2300000,46.5185000,-46.5185000,0.9424470,0.0432196,-0.0432196
CoRoT-31 b,CoRoT-31,1,Transit,0.058600,0.003400,-0.003400,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,,,,,,,,,,,,,,,,,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,Mass,1.25,0.22,-0.21,0,7.7483816,0.0688393,-0.0688393,2005.7600000,157.7500000,-157.7500000,0.4700260,0.0382623,-0.0382623
CoRoT-4 b,CoRoT-4,1,Transit,0.090000,0.001000,-0.001000,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,,,,,,,,,,,,,,,,,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,Mass,1.16,0.03,-0.02,0,5.3458377,0.0463334,-0.0463334,726.4120000,14.8815000,-14.8815000,1.3484400,0.0279765,-0.0279765
CoRoT-5 b,CoRoT-5,1,Transit,0.049470,0.000260,-0.000290,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,,,,,,,,,,,,,,,,,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,Mass,1.00,0.02,-0.02,0,8.8293871,0.0440592,-0.0440592,882.4720000,25.6200000,-25.6200000,1.1054000,0.0326196,-0.0326196
CoRoT-6 b,CoRoT-6,1,Transit,0.085500,0.001500,-0.001500,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,,,,,,,,,,,,,,,,,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,Mass,1.05,0.05,-0.05,0,5.8112583,0.0432549,-0.0432549,645.2940000,12.2250000,-12.2250000,1.5215200,0.0291249,-0.0291249
CoRoT-7 b,CoRoT-7,1,Transit,,,,,3.17830,0.00000,0.00000,0,0.01000,0.00000,0.00000,0,,,,,,,,,,,,,,,,,3.17830,0.00000,0.00000,0,0.01000,0.00000,0.00000,0,Mass,0.82,0.17,-0.17,0,10.9609274,0.0637152,-0.0637152,159.9060000,0.9115000,-0.9115000,6.2250400,0.0353939,-0.0353939
CoRoT-7 c,CoRoT-7,1,Radial Velocity,0.046000,,,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,,,,,,,,,,,,,,,,,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,Mass,0.90,0.11,-0.11,0,10.9609274,0.0637152,-0.0637152,159.9060000,0.9115000,-0.9115000,6.2250400,0.0353939,-0.0353939
CoRoT-8 b,CoRoT-8,1,Transit,0.063000,0.001000,-0.001000,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,,,,,,,,,,,,,,,,,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,Mass,0.88,0.04,-0.04,0,35.4833440,0.0427681,-0.0427681,322.0370000,2.7140000,-2.7140000,3.0766200,0.0259729,-0.0259729
